SolverIterations,BoxType,StackHeightMultiplier,Gravity,BoxDensity,FramesToSleep,FramesToCollapse,AmountThatSlept,SimulationTime
14,Cube,1,8,0.8,0,61.5,0,0.000445
6,FlatBox,1,8,0.8,0,57.2,0,0.000443
7,FlatBox,1,8,0.8,0,66.9,0,0.000431
8,FlatBox,1,8,0.8,0,64.2,0,0.000445
9,FlatBox,1,8,0.8,0,86.5,0,0.000423
10,FlatBox,1,8,0.8,0,90.8,0,0.000418
11,FlatBox,1,8,0.8,0,100.2,0,0.000445
12,FlatBox,1,8,0.8,0,116.6,0,0.000417
13,FlatBox,1,8,0.8,0,133.4,0,0.000409
14,FlatBox,1,8,0.8,0,120.6,0,0.00041
6,BigFlatBox,1,8,0.8,0,230,0,0.000412
7,BigFlatBox,1,8,0.8,0,248.2,0,0.000398
8,BigFlatBox,1,8,0.8,0,261,0,0.000414
9,BigFlatBox,1,8,0.8,0,280.6,0,0.000409
10,BigFlatBox,1,8,0.8,0,283.3,0,0.000404
11,BigFlatBox,1,8,0.8,0,311,0,0.000399
12,BigFlatBox,1,8,0.8,0,357,0,0.000409
13,BigFlatBox,1,8,0.8,0,365,0,0.000402
14,BigFlatBox,1,8,0.8,0,338.3,0,0.000404
6,Cube,1.01,8,0.8,0,41,0,0.000512
7,Cube,1.01,8,0.8,0,43.5,0,0.000479
8,Cube,1.01,8,0.8,0,47,0,0.00047
9,Cube,1.01,8,0.8,0,43.7,0,0.000483
10,Cube,1.01,8,0.8,0,48.6,0,0.000465
11,Cube,1.01,8,0.8,0,58.5,0,0.000452
12,Cube,1.01,8,0.8,0,66.6,0,0.000458
13,Cube,1.01,8,0.8,0,65.7,0,0.000458
14,Cube,1.01,8,0.8,0,63.4,0,0.000451
6,FlatBox,1.01,8,0.8,0,64.1,0,0.000436
7,FlatBox,1.01,8,0.8,0,78.6,0,0.000436
8,FlatBox,1.01,8,0.8,0,83.1,0,0.000422
9,FlatBox,1.01,8,0.8,0,81.2,0,0.000427
10,FlatBox,1.01,8,0.8,0,98.9,0,0.000357
11,FlatBox,1.01,8,0.8,0,103.2,0,0.000331
12,FlatBox,1.01,8,0.8,0,106.9,0,0.000364
13,FlatBox,1.01,8,0.8,0,125,0,0.00043
14,FlatBox,1.01,8,0.8,0,128,0,0.000413
6,BigFlatBox,1.01,8,0.8,0,246,0,0.000406
7,BigFlatBox,1.01,8,0.8,0,261.5,0,0.000368
8,BigFlatBox,1.01,8,0.8,0,266.4,0,0.000389
9,BigFlatBox,1.01,8,0.8,0,313.3,0,0.000399
10,BigFlatBox,1.01,8,0.8,0,212,0,0.000422
11,BigFlatBox,1.01,8,0.8,0,255.5,0,0.000406
12,BigFlatBox,1.01,8,0.8,0,347.2,0,0.000387
13,BigFlatBox,1.01,8,0.8,0,306,0,0.000442
14,BigFlatBox,1.01,8,0.8,0,424.5,0,0.000369
6,Cube,1.02,8,0.8,0,45.9,0,0.000312
7,Cube,1.02,8,0.8,0,45,0,0.000312
8,Cube,1.02,8,0.8,0,47.6,0,0.00033
9,Cube,1.02,8,0.8,0,44.6,0,0.000394
10,Cube,1.02,8,0.8,0,46.8,0,0.00037
11,Cube,1.02,8,0.8,0,45.4,0,0.000315
12,Cube,1.02,8,0.8,0,44.4,0,0.000334
13,Cube,1.02,8,0.8,0,46.2,0,0.000415
14,Cube,1.02,8,0.8,0,50.8,0,0.000493
6,FlatBox,1.02,8,0.8,0,68.6,0,0.000434
7,FlatBox,1.02,8,0.8,0,70.6,0,0.000442
8,FlatBox,1.02,8,0.8,0,81.6,0,0.000419
9,FlatBox,1.02,8,0.8,0,117.2,0,0.000441
10,FlatBox,1.02,8,0.8,0,98.6,0,0.000442
11,FlatBox,1.02,8,0.8,0,83.4,0,0.000381
12,FlatBox,1.02,8,0.8,0,100.8,0,0.000447
13,FlatBox,1.02,8,0.8,0,91.6,0,0.000437
14,FlatBox,1.02,8,0.8,0,101.4,0,0.000425
6,BigFlatBox,1.02,8,0.8,0,310.9,0,0.000405
7,BigFlatBox,1.02,8,0.8,0,279.8,0,0.000381
8,BigFlatBox,1.02,8,0.8,0,313,0,0.000409
9,BigFlatBox,1.02,8,0.8,0,272.8,0,0.000415
10,BigFlatBox,1.02,8,0.8,0,284.9,0,0.000403
11,BigFlatBox,1.02,8,0.8,0,392.4,0,0.00041
12,BigFlatBox,1.02,8,0.8,0,280.9,0,0.000411
13,BigFlatBox,1.02,8,0.8,0,346.4,0,0.000407
14,BigFlatBox,1.02,8,0.8,0,357.3,0,0.000394
6,Cube,1,9,0.8,0,38.2,0,0.000456
7,Cube,1,9,0.8,0,40.7,0,0.000447
8,Cube,1,9,0.8,0,40.6,0,0.000559
9,Cube,1,9,0.8,0,48,0,0.000488
10,Cube,1,9,0.8,0,50.6,0,0.000457
11,Cube,1,9,0.8,0,51.2,0,0.000474
12,Cube,1,9,0.8,0,55.2,0,0.000467
13,Cube,1,9,0.8,0,57.7,0,0.000515
14,Cube,1,9,0.8,0,61.2,0,0.000478
6,FlatBox,1,9,0.8,0,57.6,0,0.000442
7,FlatBox,1,9,0.8,0,60.6,0,0.000459
8,FlatBox,1,9,0.8,0,62.5,0,0.000479
9,FlatBox,1,9,0.8,0,73.8,0,0.000481
10,FlatBox,1,9,0.8,0,75.6,0,0.000437
11,FlatBox,1,9,0.8,0,94,0,0.000458
12,FlatBox,1,9,0.8,0,89.1,0,0.000426
13,FlatBox,1,9,0.8,0,100.6,0,0.000431
14,FlatBox,1,9,0.8,0,98.2,0,0.000414
6,BigFlatBox,1,9,0.8,0,214.4,0,0.000417
7,BigFlatBox,1,9,0.8,0,237.9,0,0.000363
8,BigFlatBox,1,9,0.8,0,229.4,0,0.000415
9,BigFlatBox,1,9,0.8,0,242.5,0,0.000426
10,BigFlatBox,1,9,0.8,0,259,0,0.000404
11,BigFlatBox,1,9,0.8,0,265.9,0,0.000331
12,BigFlatBox,1,9,0.8,0,256.2,0,0.000424
13,BigFlatBox,1,9,0.8,0,322.7,0,0.000398
14,BigFlatBox,1,9,0.8,0,319.4,0,0.000371
6,Cube,1.01,9,0.8,0,41.3,0,0.000504
7,Cube,1.01,9,0.8,0,42.6,0,0.000475
8,Cube,1.01,9,0.8,0,38.7,0,0.000483
9,Cube,1.01,9,0.8,0,42.4,0,0.000462
10,Cube,1.01,9,0.8,0,48.8,0,0.000559
11,Cube,1.01,9,0.8,0,51,0,0.000464
12,Cube,1.01,9,0.8,0,51.7,0,0.000453
13,Cube,1.01,9,0.8,0,55.8,0,0.000466
14,Cube,1.01,9,0.8,0,59.2,0,0.000499
6,FlatBox,1.01,9,0.8,0,51.4,0,0.000457
7,FlatBox,1.01,9,0.8,0,64.7,0,0.000446
8,FlatBox,1.01,9,0.8,0,68.8,0,0.000412
9,FlatBox,1.01,9,0.8,0,73.7,0,0.000304
10,FlatBox,1.01,9,0.8,0,81,0,0.00047
11,FlatBox,1.01,9,0.8,0,84.2,0,0.000474
12,FlatBox,1.01,9,0.8,0,104.2,0,0.000426
13,FlatBox,1.01,9,0.8,0,98.4,0,0.000423
14,FlatBox,1.01,9,0.8,0,109.4,0,0.000447
6,BigFlatBox,1.01,9,0.8,0,185.6,0,0.000421
7,BigFlatBox,1.01,9,0.8,0,215.6,0,0.0004
8,BigFlatBox,1.01,9,0.8,0,229,0,0.00042
9,BigFlatBox,1.01,9,0.8,0,251.8,0,0.000403
10,BigFlatBox,1.01,9,0.8,0,228.2,0,0.000431
11,BigFlatBox,1.01,9,0.8,0,321.2,0,0.000392
12,BigFlatBox,1.01,9,0.8,0,287.9,0,0.000394
13,BigFlatBox,1.01,9,0.8,0,301.2,0,0.000397
14,BigFlatBox,1.01,9,0.8,0,293.3,0,0.000403
6,Cube,1.02,9,0.8,0,33.2,0,0.000527
7,Cube,1.02,9,0.8,0,38.9,0,0.000509
8,Cube,1.02,9,0.8,0,40,0,0.000505
9,Cube,1.02,9,0.8,0,41.7,0,0.000478
10,Cube,1.02,9,0.8,0,43.4,0,0.000501
11,Cube,1.02,9,0.8,0,48.1,0,0.000518
12,Cube,1.02,9,0.8,0,45.8,0,0.000474
13,Cube,1.02,9,0.8,0,52,0,0.000463
14,Cube,1.02,9,0.8,0,53.6,0,0.000471
6,FlatBox,1.02,9,0.8,0,55.4,0,0.000448
7,FlatBox,1.02,9,0.8,0,54.4,0,0.000466
8,FlatBox,1.02,9,0.8,0,67.4,0,0.000444
9,FlatBox,1.02,9,0.8,0,62.2,0,0.000486
10,FlatBox,1.02,9,0.8,0,80.8,0,0.000437
11,FlatBox,1.02,9,0.8,0,79.2,0,0.000446
12,FlatBox,1.02,9,0.8,0,98.6,0,0.000431
13,FlatBox,1.02,9,0.8,0,91.8,0,0.000424
14,FlatBox,1.02,9,0.8,0,90.1,0,0.000424
6,BigFlatBox,1.02,9,0.8,0,239.4,0,0.000401
7,BigFlatBox,1.02,9,0.8,0,239.7,0,0.000399
8,BigFlatBox,1.02,9,0.8,0,242.8,0,0.000418
9,BigFlatBox,1.02,9,0.8,0,278.6,0,0.000392
10,BigFlatBox,1.02,9,0.8,0,240.4,0,0.000428
11,BigFlatBox,1.02,9,0.8,0,264.7,0,0.000432
12,BigFlatBox,1.02,9,0.8,0,227.6,0,0.000442
13,BigFlatBox,1.02,9,0.8,0,298.8,0,0.000424
14,BigFlatBox,1.02,9,0.8,0,244.2,0,0.000431
6,Cube,1,10,0.8,0,36.3,0,0.000566
7,Cube,1,10,0.8,0,38.4,0,0.000563
8,Cube,1,10,0.8,0,41.2,0,0.000583
9,Cube,1,10,0.8,0,40.4,0,0.000497
10,Cube,1,10,0.8,0,45.7,0,0.000521
11,Cube,1,10,0.8,0,39.6,0,0.000493
12,Cube,1,10,0.8,0,46.9,0,0.000509
13,Cube,1,10,0.8,0,46.6,0,0.000521
14,Cube,1,10,0.8,0,52.9,0,0.000481
6,FlatBox,1,10,0.8,0,53,0,0.000401
7,FlatBox,1,10,0.8,0,54.7,0,0.000316
8,FlatBox,1,10,0.8,0,53,0,0.000323
9,FlatBox,1,10,0.8,0,68.3,0,0.000467
10,FlatBox,1,10,0.8,0,59.6,0,0.000451
11,FlatBox,1,10,0.8,0,72.7,0,0.000435
12,FlatBox,1,10,0.8,0,81.2,0,0.000435
13,FlatBox,1,10,0.8,0,103.6,0,0.000465
14,FlatBox,1,10,0.8,0,81.4,0,0.000424
6,BigFlatBox,1,10,0.8,0,216.4,0,0.000455
7,BigFlatBox,1,10,0.8,0,180,0,0.000408
8,BigFlatBox,1,10,0.8,0,230.8,0,0.000377
9,BigFlatBox,1,10,0.8,0,216,0,0.000408
10,BigFlatBox,1,10,0.8,0,228.2,0,0.000408
11,BigFlatBox,1,10,0.8,0,242.4,0,0.00043
12,BigFlatBox,1,10,0.8,0,240.1,0,0.00042
13,BigFlatBox,1,10,0.8,0,233.2,0,0.000412
14,BigFlatBox,1,10,0.8,0,273.8,0,0.000404
6,Cube,1.01,10,0.8,0,33.4,0,0.000332
7,Cube,1.01,10,0.8,0,36.5,0,0.000477
8,Cube,1.01,10,0.8,0,40.2,0,0.000448
9,Cube,1.01,10,0.8,0,41,0,0.000444
10,Cube,1.01,10,0.8,0,37.6,0,0.000477
11,Cube,1.01,10,0.8,0,38,0,0.00049
12,Cube,1.01,10,0.8,0,39.4,0,0.000557
13,Cube,1.01,10,0.8,0,40.6,0,0.000459
14,Cube,1.01,10,0.8,0,47.6,0,0.00043
6,FlatBox,1.01,10,0.8,0,50.4,0,0.000453
7,FlatBox,1.01,10,0.8,0,69.4,0,0.000498
8,FlatBox,1.01,10,0.8,0,64.8,0,0.000454
9,FlatBox,1.01,10,0.8,0,62.6,0,0.000484
10,FlatBox,1.01,10,0.8,0,56.6,0,0.000465
11,FlatBox,1.01,10,0.8,0,86.4,0,0.000478
12,FlatBox,1.01,10,0.8,0,85,0,0.000432
13,FlatBox,1.01,10,0.8,0,72.2,0,0.000445
14,FlatBox,1.01,10,0.8,0,94.2,0,0.000432
6,BigFlatBox,1.01,10,0.8,0,172,0,0.000425
7,BigFlatBox,1.01,10,0.8,0,195.8,0,0.000475
8,BigFlatBox,1.01,10,0.8,0,262.8,0,0.000423
9,BigFlatBox,1.01,10,0.8,0,208,0,0.000415
10,BigFlatBox,1.01,10,0.8,0,232.2,0,0.00041
11,BigFlatBox,1.01,10,0.8,0,243.2,0,0.00041
12,BigFlatBox,1.01,10,0.8,0,254,0,0.000405
13,BigFlatBox,1.01,10,0.8,0,243.8,0,0.000435
14,BigFlatBox,1.01,10,0.8,0,384.2,0,0.000434
6,Cube,1.02,10,0.8,0,37,0,0.000494
7,Cube,1.02,10,0.8,0,39.2,0,0.000395
8,Cube,1.02,10,0.8,0,35.6,0,0.000482
9,Cube,1.02,10,0.8,0,38.2,0,0.000539
10,Cube,1.02,10,0.8,0,40,0,0.000487
11,Cube,1.02,10,0.8,0,38.6,0,0.000512
12,Cube,1.02,10,0.8,0,46,0,0.000551
13,Cube,1.02,10,0.8,0,50.4,0,0.00046
14,Cube,1.02,10,0.8,0,44,0,0.000539
6,FlatBox,1.02,10,0.8,0,45.4,0,0.000416
7,FlatBox,1.02,10,0.8,0,65,0,0.000443
8,FlatBox,1.02,10,0.8,0,64.4,0,0.000522
9,FlatBox,1.02,10,0.8,0,74.1,0,0.000487
10,FlatBox,1.02,10,0.8,0,76.8,0,0.000445
11,FlatBox,1.02,10,0.8,0,65.4,0,0.000446
12,FlatBox,1.02,10,0.8,0,82,0,0.000441
13,FlatBox,1.02,10,0.8,0,84.2,0,0.000424
14,FlatBox,1.02,10,0.8,0,74.2,0,0.000431
6,BigFlatBox,1.02,10,0.8,0,181.9,0,0.000433
7,BigFlatBox,1.02,10,0.8,0,216.2,0,0.000378
8,BigFlatBox,1.02,10,0.8,0,205.1,0,0.000419
9,BigFlatBox,1.02,10,0.8,0,223,0,0.000443
10,BigFlatBox,1.02,10,0.8,0,221.2,0,0.000409
11,BigFlatBox,1.02,10,0.8,0,259.8,0,0.000428
12,BigFlatBox,1.02,10,0.8,0,305.8,0,0.000398
13,BigFlatBox,1.02,10,0.8,0,293,0,0.000414
14,BigFlatBox,1.02,10,0.8,0,299.8,0,0.000414
6,Cube,1,6,1,0,55.6,0,0.000447
7,Cube,1,6,1,0,58,0,0.000448
8,Cube,1,6,1,0,57.6,0,0.000456
9,Cube,1,6,1,0,80.6,0,0.000414
10,Cube,1,6,1,0,70,0,0.000442
11,Cube,1,6,1,0,71.8,0,0.000444
12,Cube,1,6,1,0,71.6,0,0.000435
13,Cube,1,6,1,0,82.1,0,0.000429
14,Cube,1,6,1,0,81.2,0,0.00047
6,FlatBox,1,6,1,0,96,0,0.000402
7,FlatBox,1,6,1,0,120.2,0,0.000427
8,FlatBox,1,6,1,0,104.4,0,0.000423
9,FlatBox,1,6,1,0,126.8,0,0.000338
10,FlatBox,1,6,1,0,115.4,0,0.000308
11,FlatBox,1,6,1,0,149.6,0,0.000345
12,FlatBox,1,6,1,0,136,0,0.000316
13,FlatBox,1,6,1,0,145.4,0,0.000311
14,FlatBox,1,6,1,0,135.8,0,0.000351
6,BigFlatBox,1,6,1,0,269.4,0,0.000383
7,BigFlatBox,1,6,1,0,352.4,0,0.000418
8,BigFlatBox,1,6,1,0,344,0,0.000322
9,BigFlatBox,1,6,1,0,341.8,0,0.000422
10,BigFlatBox,1,6,1,0,378.8,0,0.000408
11,BigFlatBox,1,6,1,0,370.1,0,0.000407
12,BigFlatBox,1,6,1,0,457.4,0,0.000411
13,BigFlatBox,1,6,1,0,379.2,0,0.000413
14,BigFlatBox,1,6,1,0,407.4,0,0.000377
6,Cube,1.01,6,1,0,48.4,0,0.000515
7,Cube,1.01,6,1,0,55.6,0,0.000451
8,Cube,1.01,6,1,0,62.4,0,0.000505
9,Cube,1.01,6,1,0,68.2,0,0.00052
10,Cube,1.01,6,1,0,66.2,0,0.000462
11,Cube,1.01,6,1,0,71.2,0,0.00035
12,Cube,1.01,6,1,0,89.4,0,0.000438
13,Cube,1.01,6,1,0,78,0,0.000444
14,Cube,1.01,6,1,0,82.4,0,0.000435
6,FlatBox,1.01,6,1,0,111.8,0,0.000447
7,FlatBox,1.01,6,1,0,95.8,0,0.00042
8,FlatBox,1.01,6,1,0,136.4,0,0.000423
9,FlatBox,1.01,6,1,0,121.6,0,0.000477
10,FlatBox,1.01,6,1,0,120,0,0.000362
11,FlatBox,1.01,6,1,0,134,0,0.000311
12,FlatBox,1.01,6,1,0,154.4,0,0.000392
13,FlatBox,1.01,6,1,0,167.2,0,0.000481
14,FlatBox,1.01,6,1,0,153.2,0,0.000425
6,BigFlatBox,1.01,6,1,0,295.4,0,0.000427
7,BigFlatBox,1.01,6,1,0,381.2,0,0.000449
8,BigFlatBox,1.01,6,1,0,417.5,0,0.000429
9,BigFlatBox,1.01,6,1,0,358.2,0,0.000407
10,BigFlatBox,1.01,6,1,0,480.5,0,0.00042
11,BigFlatBox,1.01,6,1,0,550.2,0,0.000408
12,BigFlatBox,1.01,6,1,0,459.2,0,0.000434
13,BigFlatBox,1.01,6,1,0,349,0,0.000393
14,BigFlatBox,1.01,6,1,0,556.7,0,0.0004
6,Cube,1.02,6,1,0,54.2,0,0.000547
7,Cube,1.02,6,1,0,48,0,0.000497
8,Cube,1.02,6,1,0,51.8,0,0.00048
9,Cube,1.02,6,1,0,58.4,0,0.000477
10,Cube,1.02,6,1,0,75.2,0,0.00048
11,Cube,1.02,6,1,0,81.6,0,0.000467
12,Cube,1.02,6,1,0,77.2,0,0.000444
13,Cube,1.02,6,1,0,88.3,0,0.000428
14,Cube,1.02,6,1,0,81.4,0,0.000489
6,FlatBox,1.02,6,1,0,99.8,0,0.000427
7,FlatBox,1.02,6,1,0,114.8,0,0.00044
8,FlatBox,1.02,6,1,0,130.5,0,0.000475
9,FlatBox,1.02,6,1,0,125.6,0,0.00046
10,FlatBox,1.02,6,1,0,153.1,0,0.000386
11,FlatBox,1.02,6,1,0,143.8,0,0.000464
12,FlatBox,1.02,6,1,0,164.8,0,0.000415
13,FlatBox,1.02,6,1,0,173.4,0,0.00043
14,FlatBox,1.02,6,1,0,192.5,0,0.000374
6,BigFlatBox,1.02,6,1,0,393.8,0,0.000414
7,BigFlatBox,1.02,6,1,0,355.1,0,0.000406
8,BigFlatBox,1.02,6,1,0,403.4,0,0.00038
9,BigFlatBox,1.02,6,1,0,432.8,0,0.000399
10,BigFlatBox,1.02,6,1,0,529.6,0,0.00041
11,BigFlatBox,1.02,6,1,0,542.6,0,0.00042
12,BigFlatBox,1.02,6,1,0,580.8,0,0.000393
13,BigFlatBox,1.02,6,1,0,343.8,0,0.000423
14,BigFlatBox,1.02,6,1,0,393.2,0,0.000415
6,Cube,1,7,1,0,43.1,0,0.000484
7,Cube,1,7,1,0,50.6,0,0.000459
8,Cube,1,7,1,0,54.6,0,0.000454
9,Cube,1,7,1,0,62.8,0,0.000533
10,Cube,1,7,1,0,69.4,0,0.000474
11,Cube,1,7,1,0,66.2,0,0.000468
12,Cube,1,7,1,0,69.7,0,0.000464
13,Cube,1,7,1,0,72.2,0,0.00047
14,Cube,1,7,1,0,80.9,0,0.000472
6,FlatBox,1,7,1,0,84.2,0,0.000437
7,FlatBox,1,7,1,0,93.9,0,0.000414
8,FlatBox,1,7,1,0,93,0,0.000403
9,FlatBox,1,7,1,0,95.7,0,0.000455
10,FlatBox,1,7,1,0,113.8,0,0.00044
11,FlatBox,1,7,1,0,117.3,0,0.000412
12,FlatBox,1,7,1,0,130.8,0,0.000439
13,FlatBox,1,7,1,0,134,0,0.00047
14,FlatBox,1,7,1,0,130.8,0,0.000433
6,BigFlatBox,1,7,1,0,276.7,0,0.000433
7,BigFlatBox,1,7,1,0,258.2,0,0.00042
8,BigFlatBox,1,7,1,0,294.3,0,0.000417
9,BigFlatBox,1,7,1,0,327,0,0.000419
10,BigFlatBox,1,7,1,0,353.4,0,0.000403
11,BigFlatBox,1,7,1,0,359.4,0,0.000403
12,BigFlatBox,1,7,1,0,397.5,0,0.000396
13,BigFlatBox,1,7,1,0,373.6,0,0.000447
14,BigFlatBox,1,7,1,0,440.4,0,0.000452
6,Cube,1.01,7,1,0,44.4,0,0.000542
7,Cube,1.01,7,1,0,49.4,0,0.000566
8,Cube,1.01,7,1,0,63.2,0,0.000503
9,Cube,1.01,7,1,0,59.2,0,0.00043
10,Cube,1.01,7,1,0,64.6,0,0.000461
11,Cube,1.01,7,1,0,65.7,0,0.000521
12,Cube,1.01,7,1,0,72,0,0.000474
13,Cube,1.01,7,1,0,74.1,0,0.00049
14,Cube,1.01,7,1,0,69.6,0,0.000495
6,FlatBox,1.01,7,1,0,80.3,0,0.000431
7,FlatBox,1.01,7,1,0,79.8,0,0.000416
8,FlatBox,1.01,7,1,0,99.5,0,0.000517
9,FlatBox,1.01,7,1,0,100.4,0,0.000479
10,FlatBox,1.01,7,1,0,98.9,0,0.000425
11,FlatBox,1.01,7,1,0,124.2,0,0.000433
12,FlatBox,1.01,7,1,0,133.2,0,0.000342
13,FlatBox,1.01,7,1,0,117.4,0,0.000402
14,FlatBox,1.01,7,1,0,132,0,0.000444
6,BigFlatBox,1.01,7,1,0,245.4,0,0.000438
7,BigFlatBox,1.01,7,1,0,289.2,0,0.000374
8,BigFlatBox,1.01,7,1,0,279.6,0,0.000415
9,BigFlatBox,1.01,7,1,0,317.9,0,0.000398
10,BigFlatBox,1.01,7,1,0,347.8,0,0.000417
11,BigFlatBox,1.01,7,1,0,277.3,0,0.00044
12,BigFlatBox,1.01,7,1,0,362.4,0,0.000426
13,BigFlatBox,1.01,7,1,0,392.1,0,0.000383
14,BigFlatBox,1.01,7,1,0,451.8,0,0.000453
6,Cube,1.02,7,1,0,46,0,0.000401
7,Cube,1.02,7,1,0,40.6,0,0.000494
8,Cube,1.02,7,1,0,47.2,0,0.000486
9,Cube,1.02,7,1,0,52.2,0,0.000542
10,Cube,1.02,7,1,0,55,0,0.000486
11,Cube,1.02,7,1,0,53.6,0,0.000534
12,Cube,1.02,7,1,0,54.4,0,0.000552
13,Cube,1.02,7,1,0,67.6,0,0.000462
14,Cube,1.02,7,1,0,71,0,0.000469
6,FlatBox,1.02,7,1,0,76.8,0,0.000498
7,FlatBox,1.02,7,1,0,94.2,0,0.000531
8,FlatBox,1.02,7,1,0,87.4,0,0.000478
9,FlatBox,1.02,7,1,0,106.9,0,0.000431
10,FlatBox,1.02,7,1,0,99.4,0,0.000541
11,FlatBox,1.02,7,1,0,111.4,0,0.000446
12,FlatBox,1.02,7,1,0,99.4,0,0.000489
13,FlatBox,1.02,7,1,0,119.6,0,0.000367
14,FlatBox,1.02,7,1,0,110.2,0,0.000467
6,BigFlatBox,1.02,7,1,0,279,0,0.000452
7,BigFlatBox,1.02,7,1,0,289.6,0,0.000468
8,BigFlatBox,1.02,7,1,0,296.9,0,0.000416
9,BigFlatBox,1.02,7,1,0,358,0,0.000409
10,BigFlatBox,1.02,7,1,0,411,0,0.000397
11,BigFlatBox,1.02,7,1,0,397.4,0,0.000409
12,BigFlatBox,1.02,7,1,0,453.4,0,0.000426
13,BigFlatBox,1.02,7,1,0,417.4,0,0.000446
14,BigFlatBox,1.02,7,1,0,316.5,0,0.000454
6,Cube,1,8,1,0,41.8,0,0.000537
7,Cube,1,8,1,0,44,0,0.000523
8,Cube,1,8,1,0,43.4,0,0.000601
9,Cube,1,8,1,0,54.7,0,0.000549
10,Cube,1,8,1,0,59.2,0,0.000523
11,Cube,1,8,1,0,58,0,0.00052
12,Cube,1,8,1,0,60,0,0.00048
13,Cube,1,8,1,0,61,0,0.000535
14,Cube,1,8,1,0,60,0,0.000471
6,FlatBox,1,8,1,0,64.3,0,0.000462
7,FlatBox,1,8,1,0,67.8,0,0.000457
8,FlatBox,1,8,1,0,69.8,0,0.000424
9,FlatBox,1,8,1,0,85,0,0.000443
10,FlatBox,1,8,1,0,95.2,0,0.000439
11,FlatBox,1,8,1,0,98.8,0,0.000446
12,FlatBox,1,8,1,0,122.6,0,0.000472
13,FlatBox,1,8,1,0,121.6,0,0.000504
14,FlatBox,1,8,1,0,122.4,0,0.000482
6,BigFlatBox,1,8,1,0,218.4,0,0.000435
7,BigFlatBox,1,8,1,0,256.1,0,0.000454
8,BigFlatBox,1,8,1,0,259.6,0,0.000458
9,BigFlatBox,1,8,1,0,281.4,0,0.000421
10,BigFlatBox,1,8,1,0,277.2,0,0.000428
11,BigFlatBox,1,8,1,0,321,0,0.000439
12,BigFlatBox,1,8,1,0,357,0,0.000423
13,BigFlatBox,1,8,1,0,347.3,0,0.000435
14,BigFlatBox,1,8,1,0,323,0,0.000407
6,Cube,1.01,8,1,0,41.5,0,0.000473
7,Cube,1.01,8,1,0,44,0,0.000544
8,Cube,1.01,8,1,0,46,0,0.000465
9,Cube,1.01,8,1,0,43.8,0,0.00048
10,Cube,1.01,8,1,0,49.4,0,0.000465
11,Cube,1.01,8,1,0,58,0,0.000485
12,Cube,1.01,8,1,0,70.9,0,0.000423
13,Cube,1.01,8,1,0,62.8,0,0.000488
14,Cube,1.01,8,1,0,66.6,0,0.000383
6,FlatBox,1.01,8,1,0,61.4,0,0.000472
7,FlatBox,1.01,8,1,0,73.4,0,0.000371
8,FlatBox,1.01,8,1,0,83,0,0.000509
9,FlatBox,1.01,8,1,0,83.8,0,0.000438
10,FlatBox,1.01,8,1,0,92.6,0,0.000489
11,FlatBox,1.01,8,1,0,101.1,0,0.000504
12,FlatBox,1.01,8,1,0,104.6,0,0.0004
13,FlatBox,1.01,8,1,0,130,0,0.000426
14,FlatBox,1.01,8,1,0,128.8,0,0.000455
6,BigFlatBox,1.01,8,1,0,245.1,0,0.000411
7,BigFlatBox,1.01,8,1,0,263,0,0.000424
8,BigFlatBox,1.01,8,1,0,254.9,0,0.000404
9,BigFlatBox,1.01,8,1,0,332.2,0,0.000419
10,BigFlatBox,1.01,8,1,0,215.3,0,0.0004
11,BigFlatBox,1.01,8,1,0,280.8,0,0.000401
12,BigFlatBox,1.01,8,1,0,331.3,0,0.000412
13,BigFlatBox,1.01,8,1,0,323.2,0,0.000402
14,BigFlatBox,1.01,8,1,0,426.6,0,0.000446
6,Cube,1.02,8,1,0,46,0,0.00051
7,Cube,1.02,8,1,0,45.7,0,0.000548
8,Cube,1.02,8,1,0,51.2,0,0.000479
9,Cube,1.02,8,1,0,44.9,0,0.000478
10,Cube,1.02,8,1,0,50,0,0.000411
11,Cube,1.02,8,1,0,51.3,0,0.000514
12,Cube,1.02,8,1,0,45,0,0.000511
13,Cube,1.02,8,1,0,53.5,0,0.000482
14,Cube,1.02,8,1,0,51.6,0,0.000543
6,FlatBox,1.02,8,1,0,69.6,0,0.000461
7,FlatBox,1.02,8,1,0,69.6,0,0.000483
8,FlatBox,1.02,8,1,0,79.3,0,0.000451
9,FlatBox,1.02,8,1,0,106,0,0.000433
10,FlatBox,1.02,8,1,0,102.7,0,0.000432
11,FlatBox,1.02,8,1,0,98.4,0,0.000488
12,FlatBox,1.02,8,1,0,103.8,0,0.000481
13,FlatBox,1.02,8,1,0,114,0,0.000425
14,FlatBox,1.02,8,1,0,107.2,0,0.000466
6,BigFlatBox,1.02,8,1,0,313.8,0,0.000448
7,BigFlatBox,1.02,8,1,0,256.8,0,0.000462
8,BigFlatBox,1.02,8,1,0,303,0,0.000438
9,BigFlatBox,1.02,8,1,0,264.7,0,0.000435
10,BigFlatBox,1.02,8,1,0,281,0,0.000432
11,BigFlatBox,1.02,8,1,0,419.1,0,0.000419
12,BigFlatBox,1.02,8,1,0,257.8,0,0.000434
13,BigFlatBox,1.02,8,1,0,325.7,0,0.000421
14,BigFlatBox,1.02,8,1,0,372.2,0,0.000419
6,Cube,1,9,1,0,38,0,0.000539
7,Cube,1,9,1,0,41.4,0,0.000527
